n,trial,algorithm,num_bins,total_size,waste
1000,3,NF,199,176.47349046809802,22.52650953190198
1000,3,FF,178,176.47349046809802,1.5265095319019792
1000,3,BF,178,176.47349046809802,1.5265095319019792
1000,3,FFD,177,176.47349046809802,0.5265095319019792
1000,3,BFD,177,176.4734904680984,0.5265095319016098
1000,4,NF,202,176.44316012294428,25.556839877055722
1000,4,FF,179,176.44316012294428,2.5568398770557224
1000,4,BF,178,176.44316012294428,1.5568398770557224
1000,4,FFD,177,176.44316012294428,0.5568398770557224
1000,4,BFD,177,176.44316012294397,0.556839877056035
1000,5,NF,195,171.8253328645786,23.1746671354214
1000,5,FF,174,171.8253328645786,2.1746671354214016
1000,5,BF,173,171.8253328645786,1.1746671354214016
1000,5,FFD,172,171.8253328645786,0.17466713542140155
1000,5,BFD,172,171.82533286457863,0.17466713542137313
1000,6,NF,195,173.99170751487964,21.008292485120364
1000,6,FF,176,173.99170751487964,2.0082924851203643
1000,6,BF,176,173.99170751487964,2.0082924851203643
1000,6,FFD,175,173.99170751487964,1.0082924851203643
1000,6,BFD,175,173.99170751487958,1.0082924851204211
1000,7,NF,199,176.93967924523665,22.060320754763353
1000,7,FF,179,176.93967924523665,2.060320754763353
1000,7,BF,178,176.93967924523665,1.060320754763353
1000,7,FFD,177,176.93967924523665,0.06032075476335308
1000,7,BFD,177,176.93967924523628,0.06032075476372256
1000,8,NF,199,176.24757207836544,22.752427921634563
1000,8,FF,178,176.24757207836544,1.7524279216345633
1000,8,BF,178,176.24757207836544,1.7524279216345633
1000,8,FFD,177,176.24757207836544,0.7524279216345633
1000,8,BFD,177,176.24757207836524,0.7524279216347622
1000,9,NF,199,174.17143989313996,24.82856010686004
1000,9,FF,176,174.17143989313996,1.8285601068600386
1000,9,BF,176,174.17143989313996,1.8285601068600386
1000,9,FFD,175,174.17143989313996,0.8285601068600386
1000,9,BFD,175,174.17143989314,0.8285601068600101
1000,10,NF,200,175.46639586666734,24.53360413333266
1000,10,FF,177,175.46639586666734,1.533604133332659
1000,10,BF,177,175.46639586666734,1.533604133332659
1000,10,FFD,176,175.46639586666734,0.5336041333326591
1000,10,BFD,176,175.46639586666734,0.5336041333326591
1000,11,NF,201,177.3227226554966,23.67727734450341
1000,11,FF,180,177.3227226554966,2.677277344503409
1000,11,BF,179,177.3227226554966,1.677277344503409
1000,11,FFD,178,177.3227226554966,0.677277344503409
1000,11,BFD,178,177.3227226554965,0.6772773445034943
1000,12,NF,200,174.0583721994486,25.9416278005514
1000,12,FF,176,174.0583721994486,1.9416278005514016
1000,12,BF,176,174.0583721994486,1.9416278005514016
1000,12,FFD,175,174.0583721994486,0.9416278005514016
1000,12,BFD,175,174.05837219944857,0.94162780055143
1000,13,NF,198,173.97320871118302,24.02679128881698
1000,13,FF,176,173.97320871118302,2.0267912888169803
1000,13,BF,176,173.97320871118302,2.0267912888169803
1000,13,FFD,175,173.97320871118302,1.0267912888169803
1000,13,BFD,175,173.9732087111829,1.026791288817094
1000,14,NF,194,171.6196240372752,22.3803759627248
1000,14,FF,173,171.6196240372752,1.3803759627247985
1000,14,BF,173,171.6196240372752,1.3803759627247985
1000,14,FFD,172,171.6196240372752,0.38037596272479846
1000,14,BFD,172,171.61962403727546,0.38037596272454266
1000,15,NF,197,174.1084520826324,22.891547917367603
1000,15,FF,176,174.1084520826324,1.8915479173676033
1000,15,BF,176,174.1084520826324,1.8915479173676033
1000,15,FFD,175,174.1084520826324,0.8915479173676033
1000,15,BFD,175,174.1084520826325,0.8915479173674896
1000,16,NF,195,171.9196507804153,23.08034921958469
1000,16,FF,174,171.9196507804153,2.08034921958469
1000,16,BF,173,171.9196507804153,1.08034921958469
1000,16,FFD,172,171.9196507804153,0.08034921958468999
1000,16,BFD,172,171.91965078041545,0.08034921958454788
1000,17,NF,195,173.49724062292924,21.50275937707076
1000,17,FF,175,173.49724062292924,1.5027593770707597
1000,17,BF,175,173.49724062292924,1.5027593770707597
1000,17,FFD,174,173.49724062292924,0.5027593770707597
1000,17,BFD,174,173.49724062292933,0.5027593770706744
1000,18,NF,191,169.53158749166985,21.468412508330147
1000,18,FF,172,169.53158749166985,2.4684125083301467
1000,18,BF,171,169.53158749166985,1.4684125083301467
1000,18,FFD,170,169.53158749166985,0.4684125083301467
1000,18,BFD,170,169.53158749166997,0.468412508330033
1000,19,NF,198,175.46323295518667,22.53676704481333
1000,19,FF,177,175.46323295518667,1.536767044813331
1000,19,BF,177,175.46323295518667,1.536767044813331
1000,19,FFD,176,175.46323295518667,0.536767044813331
1000,19,BFD,176,175.46323295518636,0.5367670448136437
500,0,NF,99,86.49611268080787,12.503887319192131
500,0,FF,88,86.49611268080787,1.5038873191921311
500,0,BF,88,86.49611268080787,1.5038873191921311
500,0,FFD,87,86.49611268080787,0.5038873191921311
500,0,BFD,87,86.49611268080784,0.5038873191921596
500,1,NF,99,86.48973557977712,12.510264420222882
500,1,FF,88,86.48973557977712,1.5102644202228817
500,1,BF,88,86.48973557977712,1.5102644202228817
500,1,FFD,87,86.48973557977712,0.5102644202228817
500,1,BFD,87,86.48973557977706,0.5102644202229385
500,2,NF,100,86.63330767514705,13.366692324852949
500,2,FF,88,86.63330767514705,1.3666923248529486
500,2,BF,88,86.63330767514705,1.3666923248529486
500,2,FFD,87,86.63330767514705,0.36669232485294856
500,2,BFD,87,86.63330767514697,0.3666923248530338
500,3,NF,98,85.90485922345272,12.095140776547282
500,3,FF,87,85.90485922345272,1.0951407765472823
500,3,BF,87,85.90485922345272,1.0951407765472823
500,3,FFD,86,85.90485922345272,0.09514077654728226
500,3,BFD,86,85.90485922345266,0.0951407765473391
500,4,NF,100,89.00849680835037,10.991503191649628
500,4,FF,90,89.00849680835037,0.9915031916496275
500,4,BF,90,89.00849680835037,0.9915031916496275
500,4,FFD,90,89.00849680835037,0.9915031916496275
500,4,BFD,90,89.00849680835056,0.9915031916494428
500,5,NF,104,90.56653028594809,13.43346971405191
500,5,FF,92,90.56653028594809,1.4334697140519097
500,5,BF,92,90.56653028594809,1.4334697140519097
500,5,FFD,91,90.56653028594809,0.4334697140519097
500,5,BFD,91,90.56653028594815,0.43346971405185286
500,6,NF,95,84.61671047716203,10.38328952283797
500,6,FF,86,84.61671047716203,1.3832895228379698
500,6,BF,86,84.61671047716203,1.3832895228379698
500,6,FFD,85,84.61671047716203,0.3832895228379698
500,6,BFD,85,84.61671047716193,0.3832895228380693
500,7,NF,101,88.64021557232152,12.359784427678477
500,7,FF,90,88.64021557232152,1.359784427678477
500,7,BF,90,88.64021557232152,1.359784427678477
500,7,FFD,89,88.64021557232152,0.35978442767847696
500,7,BFD,89,88.6402155723215,0.3597844276785054
500,8,NF,95,84.3360243514152,10.663975648584795
500,8,FF,86,84.3360243514152,1.6639756485847954
500,8,BF,85,84.3360243514152,0.6639756485847954
500,8,FFD,85,84.3360243514152,0.6639756485847954
500,8,BFD,85,84.33602435141509,0.6639756485849091
500,9,NF,100,87.82095049858657,12.17904950141343
500,9,FF,89,87.82095049858657,1.1790495014134308
500,9,BF,89,87.82095049858657,1.1790495014134308
500,9,FFD,88,87.82095049858657,0.1790495014134308
500,9,BFD,88,87.82095049858657,0.1790495014134308
500,10,NF,96,84.09842470044201,11.90157529955799
500,10,FF,85,84.09842470044201,0.9015752995579902
500,10,BF,85,84.09842470044201,0.9015752995579902
500,10,FFD,85,84.09842470044201,0.9015752995579902
500,10,BFD,85,84.09842470044197,0.9015752995580328
500,11,NF,103,90.10521606661189,12.894783933388112
500,11,FF,92,90.10521606661189,1.894783933388112
500,11,BF,91,90.10521606661189,0.894783933388112
500,11,FFD,91,90.10521606661189,0.894783933388112
500,11,BFD,91,90.1052160666119,0.8947839333880978
500,12,NF,97,85.75212575617458,11.247874243825422
500,12,FF,87,85.75212575617458,1.2478742438254216
500,12,BF,87,85.75212575617458,1.2478742438254216
500,12,FFD,86,85.75212575617458,0.24787424382542156
500,12,BFD,86,85.75212575617472,0.24787424382527945
500,13,NF,97,85.06491996702157,11.935080032978433
500,13,FF,87,85.06491996702157,1.9350800329784335
500,13,BF,86,85.06491996702157,0.9350800329784335
500,13,FFD,86,85.06491996702157,0.9350800329784335
500,13,BFD,86,85.0649199670215,0.9350800329785045
500,14,NF,98,86.36842885783308,11.63157114216692
500,14,FF,88,86.36842885783308,1.6315711421669192
500,14,BF,88,86.36842885783308,1.6315711421669192
500,14,FFD,87,86.36842885783308,0.6315711421669192
500,14,BFD,87,86.36842885783317,0.631571142166834
500,15,NF,99,87.20172666235734,11.798273337642655
500,15,FF,88,87.20172666235734,0.7982733376426552
500,15,BF,88,87.20172666235734,0.7982733376426552
500,15,FFD,88,87.20172666235734,0.7982733376426552
500,15,BFD,88,87.20172666235736,0.798273337642641
500,16,NF,97,85.20146460721642,11.798535392783577
500,16,FF,86,85.20146460721642,0.7985353927835774
500,16,BF,86,85.20146460721642,0.7985353927835774
500,16,FFD,86,85.20146460721642,0.7985353927835774
500,16,BFD,86,85.20146460721642,0.7985353927835774
500,17,NF,103,89.64291999902854,13.357080000971465
500,17,FF,91,89.64291999902854,1.3570800009714645
500,17,BF,91,89.64291999902854,1.3570800009714645
500,17,FFD,90,89.64291999902854,0.35708000097146453
500,17,BFD,90,89.64291999902852,0.35708000097147874
500,18,NF,99,86.31648603253187,12.68351396746813
500,18,FF,88,86.31648603253187,1.68351396746813
500,18,BF,88,86.31648603253187,1.68351396746813
500,18,FFD,87,86.31648603253187,0.6835139674681301
500,18,BFD,87,86.31648603253177,0.6835139674682296
500,19,NF,102,90.39729060655038,11.602709393449615
500,19,FF,92,90.39729060655038,1.602709393449615
500,19,BF,92,90.39729060655038,1.602709393449615
500,19,FFD,91,90.39729060655038,0.602709393449615
500,19,BFD,91,90.39729060655038,0.602709393449615
